Movie Title,Movie Year,Runtime,Genre,Rating,Director,Votes,Gross
Fear Street: Part Three - 1666,2021,114,"Horror, Mystery",6.6,Leigh Janiak,"57,741",
Demons,1985,88,Horror,6.6,Lamberto Bava,"25,101",
The Eye,2002,99,"Fantasy, Horror, Mystery",6.6,Danny Pang,"29,645",$0.51M
Smile V,2022,115,"Horror, Mystery, Thriller",6.5,Parker Finn,"1,30,696",
Evil Dead,2013,91,Horror,6.5,Fede Alvarez,"1,87,737",$54.24M
It Chapter Two,2019,169,"Drama, Fantasy, Horror",6.5,Andy Muschietti,"2,81,137",$211.59M
Gerald's Game,2017,103,"Drama, Horror, Thriller",6.5,Mike Flanagan,"1,17,039",
The Hunt II,2020,90,"Action, Horror, Thriller",6.5,Craig Zobel,"1,20,400",$5.81M
Silent Hill,2006,125,"Horror, Mystery",6.5,Christophe Gans,"2,36,727",$46.98M
Antichrist,2009,108,"Drama, Horror, Thriller",6.5,Lars von Trier,"1,31,305",$0.40M
Insidious: Chapter 2,2013,106,"Horror, Mystery, Thriller",6.5,James Wan,"1,77,423",$83.59M
The Last House on the Left,2009,110,"Horror, Thriller",6.5,Dennis Iliadis,"96,680",$32.75M
The Night House,2020,107,"Horror, Mystery, Thriller",6.5,David Bruckner,"60,235",
Host II,2020,57,"Horror, Mystery",6.5,Rob Savage,"34,122",
Mandy I,2018,121,"Action, Fantasy, Horror",6.5,Panos Cosmatos,"83,932",$1.21M
The Girl Next Door,2007,91,"Crime, Drama, Horror",6.5,Gregory Wilson,"27,817",
Titane,2021,108,"Drama, Horror, Sci-Fi",6.5,Julia Ducournau,"50,494",
Slither,2006,95,"Comedy, Horror, Sci-Fi",6.5,James Gunn,"85,847",$7.77M
The Blair Witch Project,1999,81,"Horror, Mystery",6.5,Daniel Myrick,"2,71,349",$140.54M
The Endless I,2017,111,"Drama, Fantasy, Horror",6.5,Justin Benson,"46,030",$0.27M
Oculus,2013,104,"Horror, Mystery, Thriller",6.5,Mike Flanagan,"1,33,932",$27.70M
The Howling,1981,91,Horror,6.5,Joe Dante,"38,157",$17.99M
Annabelle: Creation,2017,109,"Horror, Mystery, Thriller",6.5,David F. Sandberg,"1,41,513",$102.09M
Possessor,2020,103,"Horror, Mystery, Sci-Fi",6.5,Brandon Cronenberg,"41,017",
Crimson Peak,2015,119,"Drama, Horror, Mystery",6.5,Guillermo del Toro,"1,53,040",$31.09M
Halloween I,2018,106,"Crime, Horror, Thriller",6.5,David Gordon Green,"1,60,731",$159.34M
Pet Sematary,1989,103,"Fantasy, Horror, Thriller",6.5,Mary Lambert,"1,09,162",$57.47M
The Final Girls,2015,91,"Comedy, Fantasy, Horror",6.5,Todd Strauss-Schulson,"48,852",
Arachnophobia,1990,109,"Comedy, Horror, Thriller",6.5,Frank Marshall,"72,630",$53.21M
The Crazies,2010,101,"Horror, Thriller",6.5,Breck Eisner,"1,25,273",$39.12M
His House,2020,93,"Drama, Horror, Thriller",6.5,Remi Weekes,"45,081",
The Skeleton Key,2005,104,"Drama, Horror, Mystery",6.5,Iain Softley,"1,18,968",$47.81M
Better Watch Out II,2016,89,"Comedy, Horror, Thriller",6.5,Chris Peckover,"42,119",$0.02M
The Exorcist III,1990,110,"Drama, Horror, Mystery",6.5,William Peter Blatty,"34,521",$26.10M
The Witches of Eastwick,1987,118,"Comedy, Fantasy, Horror",6.5,George Miller,"73,547",$63.77M
Halloween II,1981,92,Horror,6.5,Rick Rosenthal,"96,004",$25.53M
Flatliners,1990,115,"Drama, Horror, Sci-Fi",6.5,Joel Schumacher,"90,146",$61.49M
Dead End I,2003,85,"Adventure, Horror, Mystery",6.5,Jean-Baptiste Andrea,"30,416",
Byzantium,2012,118,"Drama, Fantasy, Horror",6.5,Neil Jordan,"44,832",$0.08M
Time Lapse,2014,104,"Horror, Mystery, Sci-Fi",6.5,Bradley King,"47,416",
Bad Taste,1987,91,"Comedy, Horror, Sci-Fi",6.5,Peter Jackson,"48,108",
Pontypool,2008,93,"Horror, Sci-Fi",6.5,Bruce McDonald,"33,734",
[Rec]²,2009,85,"Horror, Thriller",6.5,Jaume Balagueró,"75,857",$0.03M
Sightseers,2012,88,"Adventure, Comedy, Crime",6.5,Ben Wheatley,"29,544",$0.04M
Renfield,2023,93,"Comedy, Fantasy, Horror",6.4,Chris McKay,"47,540",
M3GAN,2022,102,"Horror, Sci-Fi, Thriller",6.4,Gerard Johnstone,"1,06,598",$93.88M
Alien: Covenant,2017,122,"Horror, Sci-Fi, Thriller",6.4,Ridley Scott,"2,90,465",$74.26M
Escape Room I,2019,99,"Action, Adventure, Horror",6.4,Adam Robitel,"1,31,872",$57.01M
Friday the 13th,1980,95,"Horror, Mystery, Thriller",6.4,Sean S. Cunningham,"1,46,665",$39.75M
The Craft,1996,101,"Drama, Fantasy, Horror",6.4,Andrew Fleming,"99,986",$24.88M
The Hills Have Eyes,2006,107,"Horror, Thriller",6.4,Alexandre Aja,"1,77,032",$41.78M
Alien³,1992,114,"Action, Horror, Sci-Fi",6.4,David Fincher,"3,08,197",$55.47M
A Cure for Wellness,2016,146,"Drama, Fantasy, Horror",6.4,Gore Verbinski,"1,04,306",$8.11M
The Cell,2000,107,"Crime, Horror, Sci-Fi",6.4,Tarsem Singh,"1,05,734",$61.33M
Revenge II,2017,108,"Action, Drama, Horror",6.4,Coralie Fargeat,"45,825",$0.10M
Fright Night,2011,106,"Comedy, Horror",6.4,Craig Gillespie,"1,09,829",$18.30M
Twilight Zone: The Movie,1983,101,"Horror, Sci-Fi",6.4,Joe Dante,"39,519",$29.50M
Incident in a Ghostland,2018,91,"Drama, Horror, Mystery",6.4,Pascal Laugier,"35,958",
The Purge: Anarchy,2014,103,"Action, Horror, Sci-Fi",6.4,James DeMonaco,"1,56,986",$71.96M
Gremlins 2: The New Batch,1990,106,"Comedy, Fantasy, Horror",6.4,Joe Dante,"1,08,188",$41.48M
Black Death,2010,102,"Action, Drama, History",6.4,Christopher Smith,"49,744",$0.02M
The People Under the Stairs,1991,102,"Comedy, Horror, Mystery",6.4,Wes Craven,"37,305",$24.20M
Horns,2013,120,"Comedy, Crime, Drama",6.4,Alexandre Aja,"85,762",$0.16M
The Serpent and the Rainbow,1988,98,"Fantasy, Horror",6.4,Wes Craven,"26,707",$19.60M
Tale of Tales,2015,134,"Drama, Fantasy, Horror",6.4,Matteo Garrone,"29,867",$0.08M
Daybreakers,2009,98,"Action, Horror, Sci-Fi",6.4,Michael Spierig,"1,31,778",$30.10M
The Woman in Black,2012,95,"Drama, Fantasy, Horror",6.4,James Watkins,"1,87,998",$54.33M
Silver Bullet,1985,95,Horror,6.4,Daniel Attias,"29,605",$5.40M
Sputnik,2020,113,"Drama, Horror, Mystery",6.4,Egor Abramenko,"25,687",
Kill List,2011,95,"Action, Crime, Horror",6.4,Ben Wheatley,"42,875",$0.03M
New Nightmare,1994,112,"Fantasy, Horror, Mystery",6.4,Wes Craven,"61,174",$18.09M
Repo! The Genetic Opera,2008,98,"Horror, Musical, Sci-Fi",6.4,Darren Lynn Bousman,"25,810",$0.14M
The Mothman Prophecies,2002,119,"Drama, Horror, Mystery",6.4,Mark Pellington,"82,494",$35.75M
Session 9,2001,97,"Drama, Horror, Mystery",6.4,Brad Anderson,"60,761",$0.38M
Unsane,2018,98,"Drama, Horror, Mystery",6.4,Steven Soderbergh,"48,245",$7.73M
Creep 2,2017,78,"Crime, Drama, Horror",6.4,Patrick Brice,"29,300",
Hellbound: Hellraiser II,1988,97,"Horror, Thriller",6.4,Tony Randel,"53,253",$11.09M
The Awakening I,2011,102,"Drama, Horror, Mystery",6.4,Nick Murphy,"67,806",
Ghost Stories I,2017,98,"Drama, Horror",6.4,Jeremy Dyson,"35,682",$0.14M
The Prophecy,1995,98,"Action, Crime, Drama",6.4,Gregory Widen,"32,198",$16.12M
Severance,2006,96,"Comedy, Horror",6.4,Christopher Smith,"39,807",$0.14M
Them,2006,77,"Horror, Thriller",6.4,David Moreau,"31,377",
Stake Land,2010,98,"Drama, Horror, Sci-Fi",6.4,Jim Mickle,"43,421",$0.02M
Night Watch,2004,114,"Action, Fantasy, Horror",6.4,Timur Bekmambetov,"54,703",$1.49M
Resident Evil: Degeneration,2008,98,"Animation, Action, Horror",6.4,Makoto Kamiya,"32,199",
Day Watch,2006,132,"Action, Fantasy, Horror",6.4,Timur Bekmambetov,"34,927",$0.45M
Scream I,2022,114,"Horror, Mystery, Thriller",6.3,Matt Bettinelli-Olpin,"1,38,199",$81.64M
Under the Skin I,2013,108,"Drama, Horror, Mystery",6.3,Jonathan Glazer,"1,49,804",$2.61M
Watcher I,2022,96,"Drama, Horror, Thriller",6.3,Chloe Okuno,"32,756",
Scream 2,1997,120,"Horror, Mystery",6.3,Wes Craven,"1,97,955",$101.36M
The Babysitter I,2017,85,"Comedy, Horror",6.3,McG,"1,00,574",
The Ritual I,2017,94,"Horror, Mystery, Thriller",6.3,David Bruckner,"1,08,985",
Lights Out II,2016,81,"Horror, Mystery",6.3,David F. Sandberg,"1,35,897",$67.27M
The Conjuring: The Devil Made Me Do It,2021,112,"Horror, Mystery, Thriller",6.3,Michael Chaves,"1,25,072",$65.63M
Scouts Guide to the Zombie Apocalypse,2015,93,"Action, Comedy, Horror",6.3,Christopher Landon,"52,616",$3.64M
Freaky,2020,102,"Comedy, Horror, Thriller",6.3,Christopher Landon,"65,509",
Lamb,2021,106,"Drama, Fantasy, Horror",6.3,Valdimar Jóhannsson,"32,600",
The Shallows,2016,86,"Action, Drama, Horror",6.3,Jaume Collet-Serra,"1,38,096",$55.12M
Paranormal Activity,2007,86,"Horror, Mystery",6.3,Oren Peli,"2,47,532",$107.92M
Creep I,2014,77,"Horror, Thriller",6.3,Patrick Brice,"60,918",
Devil,2010,80,"Horror, Mystery, Thriller",6.3,John Erick Dowdle,"1,51,728",$33.58M
Goosebumps,2015,103,"Adventure, Comedy, Fantasy",6.3,Rob Letterman,"91,906",$80.08M
Cargo I,2017,105,"Drama, Horror, Sci-Fi",6.3,Ben Howling,"45,890",
Predator 2,1990,108,"Action, Horror, Sci-Fi",6.3,Stephen Hopkins,"1,74,998",$30.67M
The Collector I,2009,90,"Action, Horror, Thriller",6.3,Marcus Dunstan,"68,646",$7.71M
Haunt I,2019,92,"Horror, Thriller",6.3,Scott Beck,"32,410",
Hotel Transylvania 3: Summer Vacation,2018,97,"Animation, Adventure, Comedy",6.3,Genndy Tartakovsky,"79,162",$167.51M
#Alive,2020,98,"Action, Drama, Horror",6.3,Il Cho,"43,683",
Apostle,2018,130,"Drama, Fantasy, Horror",6.3,Gareth Evans,"55,806",
The Hills Have Eyes,1977,90,"Horror, Thriller",6.3,Wes Craven,"37,196",$25.00M
Lake Mungo,2008,87,"Drama, Horror, Mystery",6.3,Joel Anderson,"25,556",
Dark Skies,2013,97,"Horror, Sci-Fi, Thriller",6.3,Scott Stewart,"77,749",$17.41M
The House of the Devil,2009,95,"Horror, Mystery",6.3,Ti West,"49,019",$0.10M
Frankenstein,1994,123,"Drama, Horror, Romance",6.3,Kenneth Branagh,"57,239",$22.01M
The Voices,2014,103,"Comedy, Crime, Horror",6.3,Marjane Satrapi,"59,828",
Berlin Syndrome,2017,116,"Drama, Horror, Mystery",6.3,Cate Shortland,"26,480",$0.03M
The Uninvited,2009,87,"Drama, Fantasy, Horror",6.3,Charles Guard,"82,545",$28.57M
Cat's Eye,1985,94,"Comedy, Horror, Thriller",6.3,Lewis Teague,"26,850",$13.09M
Underworld: Awakening,2012,88,"Action, Fantasy, Horror",6.3,Måns Mårlind,"1,57,941",$62.32M
The Vanishing,1993,109,"Drama, Horror, Mystery",6.3,George Sluizer,"26,987",$14.54M
Mindhunters,2004,106,"Crime, Horror, Thriller",6.3,Renny Harlin,"62,706",$4.48M
The Bar,2017,102,"Horror, Thriller",6.3,Álex de la Iglesia,"28,011",
The Blob,1958,86,"Horror, Sci-Fi",6.3,Irvin S. Yeaworth Jr.,"27,852",
Screamers,1995,108,"Horror, Sci-Fi, Thriller",6.3,Christian Duguay,"28,447",$5.78M
Dead Snow,2009,91,"Comedy, Fantasy, Horror",6.3,Tommy Wirkola,"68,631",$0.04M
13 Sins,2014,93,"Horror, Thriller",6.3,Daniel Stamm,"37,811",$0.01M
Tideland,2005,120,"Drama, Fantasy, Horror",6.3,Terry Gilliam,"34,068",$0.07M
John Dies at the End,2012,99,"Comedy, Fantasy, Horror",6.3,Don Coscarelli,"39,473",$0.14M
Bodies Bodies Bodies,2022,94,"Comedy, Horror, Thriller",6.2,Halina Reijn,"51,654",
Scream 4,2011,111,"Comedy, Horror, Mystery",6.2,Wes Craven,"1,62,144",$38.18M
Malignant I,2021,111,"Crime, Horror, Mystery",6.2,James Wan,"98,740",
The Empty Man,2020,137,"Drama, Horror, Mystery",6.2,David Prior,"33,524",
I Spit on Your Grave,2010,108,"Horror, Thriller",6.2,Steven R. Monroe,"88,102",$0.09M
The Visit I,2015,94,"Horror, Mystery, Thriller",6.2,M. Night Shyamalan,"1,42,097",$65.21M
Jeepers Creepers,2001,90,"Horror, Mystery",6.2,Victor Salva,"1,35,446",$37.90M
The Thing I,2011,103,"Horror, Mystery, Sci-Fi",6.2,Matthijs van Heijningen Jr.,"1,39,897",$16.93M
Mama I,2013,100,"Fantasy, Horror, Thriller",6.2,Andy Muschietti,"1,86,159",$71.63M
"As Above, So Below",2014,93,"Horror, Mystery, Thriller",6.2,John Erick Dowdle,"1,01,124",$21.20M
Synchronic,2019,102,"Drama, Horror, Mystery",6.2,Justin Benson,"35,972",
Wolf Creek,2005,99,"Horror, Thriller",6.2,Greg McLean,"75,604",$16.19M
Dark Shadows,2012,113,"Comedy, Fantasy, Horror",6.2,Tim Burton,"2,73,371",$79.73M
Alien: Resurrection,1997,109,"Action, Horror, Sci-Fi",6.2,Jean-Pierre Jeunet,"2,54,632",$47.75M
Sleepaway Camp,1983,84,Horror,6.2,Robert Hiltzik,"35,167",$11.00M
1922,2017,102,"Crime, Drama, Horror",6.2,Zak Hilditch,"67,579",
Dracula Untold,2014,92,"Action, Drama, Fantasy",6.2,Gary Shore,"2,01,494",$56.28M
Final Destination 2,2003,90,"Horror, Thriller",6.2,David R. Ellis,"1,74,051",$46.96M
The Texas Chainsaw Massacre,2003,98,"Crime, Horror",6.2,Marcus Nispel,"1,47,172",$80.57M
Fear Street: Part One - 1994,2021,107,"Drama, Horror, Mystery",6.2,Leigh Janiak,"86,732",
Scary Stories to Tell in the Dark,2019,108,"Adventure, Horror, Mystery",6.2,André Øvredal,"80,434",$68.95M
Color Out of Space,2019,111,"Horror, Mystery, Sci-Fi",6.2,Richard Stanley,"52,020",
Deliver Us from Evil I,2014,118,"Action, Adventure, Crime",6.2,Scott Derrickson,"81,017",$30.58M
It Comes at Night,2017,91,"Drama, Horror, Mystery",6.2,Trey Edward Shults,"98,054",$13.99M
Verónica I,2017,105,Horror,6.2,Paco Plaza,"44,074",
Case 39,2009,109,"Horror, Mystery, Thriller",6.2,Christian Alvart,"90,324",$13.25M
Ouija: Origin of Evil,2016,99,"Drama, Horror, Mystery",6.2,Mike Flanagan,"68,575",$35.14M
The Toxic Avenger,1984,82,"Action, Comedy, Horror",6.2,Michael Herz,"30,117",
Killer Klowns from Outer Space,1988,88,"Comedy, Horror, Sci-Fi",6.2,Stephen Chiodo,"41,538",$15.63M
Feast,2005,95,"Action, Comedy, Horror",6.2,John Gulager,"32,911",$0.05M
Rogue,2007,99,"Action, Drama, Horror",6.2,Greg McLean,"32,128",$0.01M
Resident Evil: Extinction,2007,94,"Action, Horror, Sci-Fi",6.2,Russell Mulcahy,"2,00,494",$50.65M
Idle Hands,1999,92,"Comedy, Fantasy, Horror",6.2,Rodman Flender,"45,083",$4.00M
The Perfection,2018,90,"Drama, Horror, Music",6.2,Richard Shepard,"46,777",
Saw III,2006,108,"Horror, Mystery, Thriller",6.2,Darren Lynn Bousman,"1,99,970",$80.24M
American Mary,2012,103,"Drama, Horror",6.2,Jen Soska,"26,866",
Before I Wake,2016,97,"Drama, Fantasy, Horror",6.2,Mike Flanagan,"49,193",
Vacancy,2007,85,"Horror, Thriller",6.2,Nimród Antal,"1,04,096",$19.36M
Wolf,1994,125,"Drama, Horror, Romance",6.2,Mike Nichols,"58,267",$65.01M
Land of the Dead,2005,93,"Horror, Sci-Fi, Thriller",6.2,George A. Romero,"98,740",$20.70M
Frontier(s),2007,108,Horror,6.2,Xavier Gens,"27,825",
Stigmata,1999,103,"Horror, Mystery",6.2,Rupert Wainwright,"70,383",$50.05M
Happy Death Day 2U,2019,100,"Comedy, Horror, Mystery",6.2,Christopher Landon,"79,669",$28.15M
Damien: Omen II,1978,107,Horror,6.2,Don Taylor,"33,729",$3.88M
Pumpkinhead,1988,86,"Fantasy, Horror",6.2,Stan Winston,"25,833",$4.39M
Krampus I,2015,98,"Comedy, Drama, Fantasy",6.2,Michael Dougherty,"79,013",$42.59M
Needful Things,1993,120,"Crime, Drama, Fantasy",6.2,Fraser C. Heston,"26,291",$15.19M
Open Grave,2013,102,"Horror, Mystery, Sci-Fi",6.2,Gonzalo López-Gallego,"30,633",
The Pope's Exorcist,2023,103,"Horror, Thriller",6.1,Julius Avery,"39,847",
Knock at the Cabin,2023,100,"Horror, Mystery, Thriller",6.1,M. Night Shyamalan,"79,345",
Terrifier 2,2022,138,Horror,6.1,Damien Leone,"36,262",
Infinity Pool,2023,117,"Crime, Horror, Mystery",6.1,Brandon Cronenberg,"31,699",
Men,2022,100,"Drama, Fantasy, Horror",6.1,Alex Garland,"51,808",
We Have a Ghost,2023,126,"Adventure, Comedy, Family",6.1,Christopher Landon,"26,782",
Wrong Turn I,2003,84,"Horror, Thriller",6.1,Rob Schmidt,"1,25,830",$15.42M
Lifeforce,1985,101,"Action, Horror, Mystery",6.1,Tobe Hooper,"27,500",$11.60M
The Neon Demon,2016,117,"Horror, Thriller",6.1,Nicolas Winding Refn,"99,889",$1.33M
Brightburn,2019,90,"Drama, Horror, Mystery",6.1,David Yarovesky,"1,02,749",$17.30M
The Strangers,2008,86,"Horror, Mystery, Thriller",6.1,Bryan Bertino,"1,36,286",$52.60M
Day Shift,2022,113,"Action, Comedy, Fantasy",6.1,J.J. Perry,"83,554",
Insidious: Chapter 3,2015,97,"Horror, Mystery, Thriller",6.1,Leigh Whannell,"1,09,420",$52.22M
Friday the 13th Part 2,1981,87,"Horror, Mystery, Thriller",6.1,Steve Miner,"72,452",$21.72M
Crawl I,2019,87,"Action, Adventure, Horror",6.1,Alexandre Aja,"88,669",$39.01M
Hansel & Gretel: Witch Hunters,2013,88,"Action, Fantasy, Horror",6.1,Tommy Wirkola,"2,11,488",$55.70M
Blood Red Sky,2021,121,"Action, Adventure, Drama",6.1,Peter Thorwarth,"51,766",
Resident Evil: Apocalypse,2004,94,"Action, Horror, Sci-Fi",6.1,Alexander Witt,"2,04,741",$51.20M
Maniac,2012,89,"Horror, Thriller",6.1,Franck Khalfoun,"39,045",$0.02M
The Oxford Murders,2008,108,"Crime, Horror, Mystery",6.1,Álex de la Iglesia,"29,932",$0.00M
The Belko Experiment,2016,89,"Horror, Thriller",6.1,Greg McLean,"54,266",$10.16M
Dead Silence,2007,89,"Horror, Mystery, Thriller",6.1,James Wan,"98,073",$16.81M
Mirrors I,2008,110,"Horror, Mystery",6.1,Alexandre Aja,"1,10,546",$30.69M
The Amityville Horror,1979,117,Horror,6.1,Stuart Rosenberg,"41,808",$86.43M
Critters,1986,86,"Comedy, Horror, Sci-Fi",6.1,Stephen Herek,"37,388",$13.17M
Deep Rising,1998,106,"Action, Adventure, Horror",6.1,Stephen Sommers,"39,064",$11.20M
Grave Encounters,2011,92,"Horror, Mystery",6.1,Colin Minihan,"60,845",
Vampires,1998,108,"Action, Horror, Thriller",6.1,John Carpenter,"61,502",$20.24M
House,1985,93,"Comedy, Fantasy, Horror",6.1,Steve Miner,"28,520",$19.44M
Cujo,1983,93,"Horror, Thriller",6.1,Lewis Teague,"48,166",$21.20M
The Collection II,2012,82,"Action, Adventure, Horror",6.1,Marcus Dunstan,"51,960",$12.84M
Red State,2011,88,"Action, Crime, Horror",6.1,Kevin Smith,"65,843",$1.10M
Splinter I,2008,82,"Crime, Horror, Sci-Fi",6.1,Toby Wilkins,"39,450",
Bug,2006,102,"Drama, Horror, Thriller",6.1,William Friedkin,"36,331",$7.01M
Solomon Kane,2009,104,"Action, Adventure, Fantasy",6.1,M.J. Bassett,"74,932",
Hobo with a Shotgun,2011,86,"Action, Comedy, Horror",6.1,Jason Eisener,"47,548",$0.70M
Hellraiser,2022,121,"Horror, Mystery, Thriller",6,David Bruckner,"42,407",
Don't Breathe 2,2021,98,"Action, Crime, Horror",6,Rodo Sayagues,"63,822",$32.64M
The Woman I,2011,101,"Drama, Horror, Thriller",6,Lucky McKee,"25,113",
Mr. Harrigan's Phone,2022,104,"Drama, Horror, Mystery",6,John Lee Hancock,"34,530",
The Lodge,2019,108,"Drama, Horror, Mystery",6,Severin Fiala,"51,924",
Hotel Transylvania: Transformania,2022,87,"Animation, Adventure, Comedy",6,Derek Drymon,"34,432",
6 Souls,2010,112,"Horror, Thriller",6,Måns Mårlind,"35,364",
House of 1000 Corpses,2003,89,Horror,6,Rob Zombie,"89,420",$12.63M
Halloween,2007,109,Horror,6,Rob Zombie,"1,25,977",$58.27M
The Taking of Deborah Logan,2014,90,"Horror, Mystery, Thriller",6,Adam Robitel,"35,691",
The Boy,2016,97,"Horror, Mystery, Thriller",6,William Brent Bell,"97,224",$35.82M
Friday the 13th: The Final Chapter,1984,91,"Horror, Thriller",6,Joseph Zito,"55,244",$32.98M
The Midnight Meat Train,2008,100,"Horror, Mystery, Thriller",6,Ryûhei Kitamura,"67,602",$0.08M
The Purge: Election Year,2016,108,"Action, Horror, Sci-Fi",6,James DeMonaco,"1,05,370",$79.21M
Circle II,2015,87,"Drama, Horror, Mystery",6,Aaron Hann,"61,323",
Unfriended: Dark Web,2018,92,"Horror, Mystery, Thriller",6,Stephen Susco,"35,242",$8.78M
Mimic,1997,105,"Horror, Sci-Fi",6,Guillermo del Toro,"53,560",$25.48M
Friday the 13th Part VI: Jason Lives,1986,86,"Horror, Thriller",6,Tom McLoughlin,"47,804",$19.47M
Captive State,2019,109,"Action, Horror, Sci-Fi",6,Rupert Wyatt,"55,880",$5.96M
Saw VI,2009,90,"Horror, Mystery, Thriller",6,Kevin Greutert,"1,16,425",$27.69M
Creepshow 2,1987,92,"Fantasy, Horror",6,Michael Gornick,"27,039",$14.00M
The Rite,2011,114,"Drama, Horror, Mystery",6,Mikael Håfström,"1,00,541",$33.05M
Firestarter,1984,114,"Action, Horror, Sci-Fi",6,Mark L. Lester,"35,640",$15.10M
V/H/S/2,2013,96,"Horror, Sci-Fi",6,Simon Barrett,"41,967",$0.02M
Relic,2020,89,"Drama, Horror, Mystery",6,Natalie Erika James,"28,230",
Crimes of the Future,2022,107,"Drama, Horror, Sci-Fi",5.9,David Cronenberg,"35,488",
Orphan: First Kill,2022,99,"Crime, Drama, Horror",5.9,William Brent Bell,"40,062",
Hostel,2005,94,Horror,5.9,Eli Roth,"1,85,172",$47.33M
Underwater,2020,95,"Action, Horror, Sci-Fi",5.9,William Eubank,"88,253",$17.29M
Vivarium,2019,97,"Horror, Mystery, Sci-Fi",5.9,Lorcan Finnegan,"64,794",
Abraham Lincoln: Vampire Hunter,2012,105,"Action, Fantasy, Horror",5.9,Timur Bekmambetov,"1,58,657",$37.52M
Candyman,2021,91,"Horror, Thriller",5.9,Nia DaCosta,"70,762",$61.19M
The Last House on the Left,1972,84,"Crime, Horror, Thriller",5.9,Wes Craven,"38,780",$3.10M
The Amityville Horror,2005,90,Horror,5.9,Andrew Douglas,"1,14,596",$65.23M
Annabelle Comes Home,2019,106,"Horror, Mystery, Thriller",5.9,Gary Dauberman,"80,369",$74.15M
Final Destination 5,2011,92,"Horror, Thriller",5.9,Steven Quale,"1,20,525",$42.59M
The Grudge,2004,91,"Horror, Mystery, Thriller",5.9,Takashi Shimizu,"1,47,865",$110.36M
Antlers,2021,99,"Drama, Horror, Mystery",5.9,Scott Cooper,"41,508",
The Void I,2016,90,"Horror, Mystery, Sci-Fi",5.9,Jeremy Gillespie,"39,049",$0.15M
King Kong,1976,134,"Adventure, Horror",5.9,John Guillermin,"34,098",$52.61M
The Fourth Kind,2009,98,"Horror, Mystery, Sci-Fi",5.9,Olatunde Osunsanmi,"79,762",$25.46M
The Brothers Grimm,2005,118,"Action, Adventure, Comedy",5.9,Terry Gilliam,"1,23,953",$37.92M
Hide and Seek,2005,101,"Horror, Mystery",5.9,John Polson,"87,067",$51.10M
The Possession I,2012,92,"Horror, Mystery, Thriller",5.9,Ole Bornedal,"61,689",$49.13M
The Ruins,2008,90,"Adventure, Horror, Thriller",5.9,Carter Smith,"77,800",$17.43M
Cam,2018,94,"Drama, Horror, Mystery",5.9,Daniel Goldhaber,"34,079",
Saw IV,2007,93,"Horror, Mystery, Thriller",5.9,Darren Lynn Bousman,"1,55,334",$63.30M
Child's Play 2,1990,84,"Horror, Thriller",5.9,John Lafia,"54,569",$28.50M
Victor Frankenstein,2015,110,"Drama, Horror, Sci-Fi",5.9,Paul McGuigan,"58,423",$5.78M
The X Files: I Want to Believe,2008,104,"Crime, Drama, Horror",5.9,Chris Carter,"92,694",$20.98M
The Tall Man,2012,106,"Crime, Drama, Horror",5.9,Pascal Laugier,"42,238",
Quarantine,2008,89,"Horror, Sci-Fi, Thriller",5.9,John Erick Dowdle,"75,253",$31.69M
P2,2007,98,"Crime, Horror, Thriller",5.9,Franck Khalfoun,"35,242",$3.99M
Pathology,2008,95,"Crime, Horror, Thriller",5.9,Marc Schölermann,"32,857",$0.11M
The Prodigy,2019,92,"Fantasy, Horror, Mystery",5.9,Nicholas McCarthy,"27,470",$14.86M
Old,2021,108,"Drama, Horror, Mystery",5.8,M. Night Shyamalan,"1,38,969",$48.28M
End of Days,1999,122,"Action, Fantasy, Horror",5.8,Peter Hyams,"1,13,770",$66.89M
Army of the Dead,2021,148,"Action, Crime, Drama",5.8,Zack Snyder,"1,78,772",$1.00M
Cannibal Holocaust,1980,95,"Adventure, Horror",5.8,Ruggero Deodato,"58,322",
I Know What You Did Last Summer,1997,101,"Horror, Mystery",5.8,Jim Gillespie,"1,52,273",$72.59M
Species,1995,108,"Action, Horror, Sci-Fi",5.8,Roger Donaldson,"82,499",$60.07M
Carrie,2013,100,"Drama, Horror, Thriller",5.8,Kimberly Peirce,"1,44,154",$35.27M
Splice,2009,104,"Horror, Sci-Fi",5.8,Vincenzo Natali,"99,872",$17.00M
Final Destination 3,2006,93,"Horror, Thriller",5.8,James Wong,"1,47,716",$54.10M
High Life,2018,113,"Adventure, Drama, Horror",5.8,Claire Denis,"38,180",$1.23M
The Babysitter: Killer Queen,2020,101,"Comedy, Horror",5.8,McG,"46,011",
Hollow Man,2000,112,"Action, Horror, Sci-Fi",5.8,Paul Verhoeven,"1,34,598",$73.21M
Jaws 2,1978,116,"Adventure, Horror, Thriller",5.8,Jeannot Szwarc,"80,981",$102.92M
Blade: Trinity,2004,113,"Action, Horror, Sci-Fi",5.8,David S. Goyer,"1,82,834",$52.41M
The Mortal Instruments: City of Bones,2013,130,"Action, Adventure, Fantasy",5.8,Harald Zwart,"1,36,448",$31.17M
Pride and Prejudice and Zombies,2016,108,"Action, Comedy, Fantasy",5.8,Burr Steers,"58,473",$10.91M
Antebellum,2020,105,"Drama, Horror, Mystery",5.8,Gerard Bush,"28,559",
Lake Placid,1999,82,"Action, Comedy, Horror",5.8,Steve Miner,"63,404",$31.77M
The Wolfman,2010,103,"Drama, Fantasy, Horror",5.8,Joe Johnston,"1,08,821",$61.98M
